# DESCRIPTION: Verilator output: Timestamp data for --skip-identical.  Delete at will.
C "-Wall --cc --trace sinegen.sv --exe sinegen_tb.cpp"
S  10697968    41442  1697707412   163557195  1697372916           0 "/usr/local/bin/verilator_bin"
S       709    47320  1698836333   455828998  1698836333   455828998 "counter.sv"
T      4550    55588  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen.cpp"
T      2906    55579  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen.h"
T      1853    55844  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen.mk"
T       770    44232  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen__Syms.cpp"
T      1109    44240  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen__Syms.h"
T      2162    55841  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen__Trace__0.cpp"
T      4887    55836  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen__Trace__0__Slow.cpp"
T      1007    55594  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen___024root.h"
T      2543    55834  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen___024root__DepSet_hc6e70653__0.cpp"
T      2616    55799  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen___024root__DepSet_hc6e70653__0__Slow.cpp"
T       656    55600  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen___024root__Slow.cpp"
T       505    55845  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen__ver.d"
T         0        0  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen__verFiles.dat"
T      1643    55843  1698916975   532229070  1698916975   532229070 "obj_dir/Vsinegen_classes.mk"
S       655    20140  1698838043   415350166  1698838043   415350166 "rom2ports.sv"
S       891    55555  1698916966   352233583  1698916966   352233583 "sinegen.sv"
